County,Population,incidenceRate,medIncome,povertyPercent,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PctMarriedHouseholds,PctNoHS18_24,PctHS18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctUnemployed16_Over,PctPrivateCoverage,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,deathRate
"Adair County, Kentucky",19027,469.7,31558,26.3,41,39.1,42.5,2.5,53.07888763,9.5,25.6,4.7,36.3,9.3,7.7,56.1,34.2,40.9,23.8,95.05622746,2.800763845,0.339486527,0.408444727,200.2
"Adams County, Ohio",28024,493.1,34116,24.8,41,40.2,41.5,2.56,50.47890956,16.5,47.2,3.5,43.6,6.4,13.4,49.6,34.6,46.4,31,97.4281767,0.382585285,0.109816147,0.092103865,217.2
"Auglaize County, Ohio",45876,484.8,52650,8.3,41,39.8,42.2,2.49,56.72511405,16.5,39.9,4.7,43.9,11.6,5,78.2,55.4,30.7,14.2,97.39280187,0.451245831,0.512283914,0.364048569,189.7
"Boyle County, Kentucky",29809,492.9,41538,17.5,41,38.8,42.8,2.42,50.06790403,10.8,32.1,5.1,35,11.8,7.1,65.3,43,38.4,21.7,88.98530012,6.921192323,0.809854362,0.330066694,179.1
"Bracken County, Kentucky",8321,639.7,41910,18.6,41,39.8,41.5,2.54,49.89403573,22.3,35.6,0.7,43.4,9.2,8.3,66.7,48.2,37.4,22.3,98.93175074,0.023738872,0,0.913946588,236.8
"Brown County, Texas",37896,427.7,41316,17.5,41,39.5,42,2.71,53.83226777,17.3,31.1,7.2,37.9,13.1,4.3,60.3,40.6,36.9,19.3,91.55763487,4.305764809,0.470488727,1.572701081,188.4
"Burlington County, New Jersey",450226,531.8,80479,7.2,41,39.2,42.6,2.66,53.74561974,11.3,34.5,13,29.5,23.3,8.5,81.4,58.6,25.7,10.6,72.79982954,16.12030469,4.655137208,2.602118272,171.6
"Carlton County, Minnesota",35569,469.5,53291,12.1,41,40.6,41.8,2.51,51.24645469,13.8,34.3,3.9,36.4,16.8,5.4,73.1,53.1,34.1,17.9,89.65381034,1.23860847,0.58403634,0.158000169,187.8
"Chesterfield County, South Carolina",46017,428.1,34949,26.4,41,39.8,41.8,2.52,45.68305405,26.5,39.4,4.8,39.6,7.7,10.3,52.7,36.1,40.7,26.8,63.86387253,33.20055421,0.528229997,1.075943886,206.2
"Clark County, Ohio",135959,471.1,42029,18.2,41,39.8,42,2.44,46.15847762,16.1,34.7,5.1,36.4,11.5,10,64.9,43.6,40.9,23.2,86.24101968,8.512939698,0.724272256,1.196401295,200.6
"Clinton County, Missouri",20609,459.5,51221,12.4,41,40.2,41.5,2.48,57.70183259,11.7,44.6,6.9,38.7,12.6,5.8,73,49.8,28.9,13.3,95.23368133,1.75139038,0.619572641,0.414674602,196.5
"DeKalb County, Tennessee",19182,422.5,38595,20.1,41,39.4,43.4,2.7,51.71965318,9.2,49.6,1.6,43.2,9.3,7.6,56.9,38.7,40.7,23.4,94.78936863,1.449732115,0.619813006,1.654585566,202.8
"Eaton County, Michigan",108801,413.5,57088,9.8,41,39.6,42.6,2.45,50.74257426,11.7,32.8,10.6,29.7,16.1,7.8,76.5,53.4,32.3,13.6,87.12398815,6.392778357,1.973398806,1.423283891,178.6
"Fond du Lac County, Wisconsin",101973,477,52149,9.9,41,40.1,41.8,2.4,53.51968638,10.6,33.8,6.2,38.5,14.8,5.3,77.1,54.8,30.6,14.4,93.58516484,1.164638933,1.315737834,1.864207221,159.4
"Gallia County, Ohio",30142,456.2,36675,26.1,41,39.7,42,2.56,52.41587576,14.7,40.5,3.3,40.5,8.4,7.5,57.8,38.3,44.2,24.7,94.43153934,2.604285948,0.634712907,0.464583674,201
"Golden Valley County, North Dakota",1845,403,53420,10.7,41,41.2,40.8,2.19,49.06600249,12.5,33.1,43.4,24,17.6,1,75.2,40.3,27.3,7.6,97.47530187,0,0,0.054884742,205.2
"Grundy County, Missouri",10097,444.5,37911,19.2,41,38.5,44,2.45,50.80108455,11.6,27,6.5,39.3,10.3,4.5,63.1,39.1,36.8,17.3,95.84633385,0.819032761,0.28276131,0.08775351,209.2
"Harlan County, Kentucky",27703,504.8,26351,34.2,41,39.6,42.2,2.43,49.14080309,27.7,31.5,2.6,35.6,6.6,9.8,45.2,28.3,53.4,34,95.4084507,2.482394366,0.383802817,0.598591549,277.1
"Jackson County, Arkansas",17338,532.1,32427,25.1,41,40.2,42.1,2.25,40.52689699,19.2,45.2,5.2,45.3,6.1,7.9,49.5,30.5,48.8,29.5,79.58742968,17.33818264,0.2159459,0.636472126,233
"Lafayette County, Missouri",32701,449.5,48128,13.4,41,39.6,42.6,2.44,53.844404,18.5,39,9.2,42.4,13,6.9,72.7,46.5,32.2,14.5,94.29760603,2.008141937,0.230890752,0.218738607,174.5
"Lorain County, Ohio",305147,465.9,52331,14.7,41,39.5,42.4,2.5,49.08438337,17.3,28,6.5,33.4,14.2,8.8,71.6,52.2,34.2,18.5,85.31033937,8.366100174,0.960244366,1.427006914,182.1
"Magoffin County, Kentucky",12808,554.7,29421,30.2,41,39.9,41.7,2.57,53.18254604,13.1,44,0.5,37.8,3.9,12.2,44.6,29.4,53,35.9,99.84590492,0.084752292,0,0,221.5
"Miller County, Georgia",5854,450.6,35276,25.1,41,40.3,43.7,2.42,46.04377104,23.7,42.2,3.4,40.3,8.1,6.5,52.6,33.3,43.6,26.8,68.66576819,31.06469003,0,0.101078167,200.8
"Montgomery County, New York",49642,511,40923,18.9,41,39,42.5,2.5,43.69722094,19.1,28.5,7.5,36.6,10.1,8.9,61.4,41.3,44.7,26.2,88.86076458,2.129412001,0.727214287,5.375760863,170.1
"Morgan County, Illinois",34828,486.5,46406,15.1,41,39.1,43.8,2.29,49.07775769,10.3,35.2,4.1,41.4,14,8.3,69.5,45.1,37,19.4,91.17538216,5.986506875,0.552250278,0.116712688,187.8
"Moultrie County, Illinois",14931,459,52790,11.8,41,39,42.8,2.51,57.07880669,18,37,7.2,36.9,10.7,4.9,66.5,43.5,35.2,19.6,98.3586789,0.334963489,0.214376633,0.033496349,177.7
"Nash County, North Carolina",93919,452.5,43348,18.2,41,39.2,42.5,2.52,44.16932255,22,29.9,7.6,33.9,13.6,11.9,59.8,39.4,37.6,21.3,54.39918921,38.1991512,0.838242436,3.375139883,189
"Paulding County, Ohio",18976,451.2,47358,12.3,41,40.3,41.5,2.48,56.20210417,16.1,41.3,4.7,50.1,8.4,6.6,70.2,48.2,37,19,94.90738325,1.017479781,0.412209757,1.65927472,215.5
"Placer County, California",375391,460.5,75689,8.3,41,39.7,42.2,2.67,56.72986062,10.7,31.2,7.4,19.4,24.5,8.3,78.2,53.6,27.6,11.3,83.6439336,1.415037676,6.680135416,2.91853227,153.4
"Presidio County, Texas",6876,211.1,34258,21.8,41,38.9,42.3,2.77,49.7342445,59,27,2.8,17.3,14,9.6,35.2,25.2,36.1,22.7,91.31982475,0.013691128,3.436473165,3.162650602,66.3
"Putnam County, West Virginia",56848,497.2,59472,10,41,40.4,41.6,2.6,58.72299258,7.7,43.6,5.8,37.8,14.8,3.7,73.6,55.3,31.2,15.8,96.62520319,1.500106015,0.33924659,0.169623295,171.5
"Shelby County, Indiana",44478,484.7,54831,11.8,41,39.9,42,2.54,50.57290758,20.7,34.3,3.9,44.1,9.2,8.3,69.2,50.1,30.2,15.8,94.38806508,1.264598006,0.735807025,2.37393398,184.1
"Skagit County, Washington",121846,499.3,51395,15.7,41,40,42.2,2.56,52.93732685,25.5,33.8,3.1,26.7,15.9,8.2,64.4,38,38.1,20.2,85.59027341,0.806079954,1.887835902,6.226590583,172.7
"Terrell County, Georgia",9113,529.5,34604,29.8,41,39.4,41.9,2.68,39.00966184,30.7,29.7,2.7,31.5,6.2,14.4,40.5,24.8,48.1,34,36.85010312,61.79311842,0.466731792,0.37989797,218.9
"Tuscarawas County, Ohio",92916,447.1,46128,13.4,41,39.3,42.7,2.49,53.99449786,16.1,43.2,6.5,46.9,9.9,7,67.7,48.3,34.9,18.3,96.6395892,0.84468753,0.37541668,0.495161656,168.7
"Union County, Tennessee",19119,526.2,37453,22.6,41,40.5,41.9,2.59,54.80690222,11.1,49.3,4.4,44.2,6,9.5,54.1,35.2,44.9,27.9,98.02052786,0.56032677,0.057603687,0.068077084,221.3
"Vinton County, Ohio",13048,456.6,37633,23.7,41,40,42.1,2.63,54.02644231,16.4,43.8,1.6,45.9,5.8,12,56.2,39.5,44.5,27.4,97.15883331,0.43070878,0.015112589,0,184.3
"Wasco County, Oregon",25775,444.1,44010,16.8,41,40.5,41.7,2.5,52.25680132,26.8,31.3,6,28.5,11.7,9,62.1,35.8,40.6,20.9,86.58010356,0.662953083,1.01992782,4.65636278,185.4
"Webster County, Georgia",2648,295.7,33893,22.8,41,39.9,41.3,2.56,41.14877589,27.5,15.3,2.7,46.3,4.3,5.8,56.1,36.5,40.6,26.1,43.19852941,55.84558824,0,0.955882353,143.1
"Whitley County, Indiana",33406,461.3,59266,9.4,41,40,42.2,2.5,57.44373479,22.7,34.6,5.5,42.3,11.5,5.3,75.9,56.5,27.8,13.8,96.68466847,0.363036304,0.345034503,0.567056706,179.7
"Williamsburg County, South Carolina",32535,425.2,29609,28.3,41,38.4,43.7,2.64,39.62978544,23.1,37,4,40.3,7.3,11.6,51.8,34.3,44.1,26.3,32.01456165,66.06594861,0.153438835,0.397135808,224.8
"Williamson County, Illinois",67466,492.9,46322,15.8,41,40,42.2,2.43,51.71667413,11.7,34.6,7.2,30.4,12.5,7,66.6,43.3,39.2,21.5,92.49862189,4.299697561,0.949032345,0.236885624,207.4
"Aiken County, South Carolina",165829,384.5,48537,16.6,40.9,39.3,42.3,2.53,48.94044517,17.2,33.8,6.7,31,15.9,9.9,65.2,43.4,35.8,18.8,69.67262123,24.80232814,0.767503722,2.366571491,164.3
"Allegheny County, Pennsylvania",1230459,501.2,52385,13.1,40.9,38.8,42.9,2.26,42.45865232,10.2,25,19.1,29.8,22.1,7.1,76.9,53.6,31.2,14,80.81200833,13.00667265,3.274756426,0.404988852,182.1
"Butte County, Idaho",2501,351.1,42907,14.8,40.9,40.9,40.9,2.59,55.89692765,46.3,13.8,0,36.5,11.3,6.8,61.7,35.6,35.7,19.1,92.91368262,1.997738409,0.490011308,0.753863551,107.2
"Carter County, Missouri",6263,492.8,32170,24,40.9,41.7,40.4,2.54,44.55768447,13.9,49.1,4.2,31.3,7.2,9.7,47.2,30,43.1,26.6,95.84659453,0.063653724,0,0.254614895,255.8
"Chemung County, New York",87071,508.2,48880,18.2,40.9,39.6,42.3,2.35,45.98629397,14.1,33.7,8.1,35.6,12.8,5.4,68.8,49.9,39,21.4,88.45548166,5.901412759,1.516988229,0.311554715,183.8
"Franklin County, Georgia",22311,493.5,38055,24.4,40.9,39.6,42.8,2.54,52.2945571,19.2,37.6,3,38.3,8,8.4,53.3,34.5,42.7,24.7,85.45906829,9.60651289,0.732700136,2.976028946,198.3
"Franklin County, Pennsylvania",153638,468.5,50434,11.9,40.9,39.9,42,2.56,55.20744408,18.5,47.2,6.4,43.9,12,6.9,72.6,48.6,31,13.3,92.94677742,3.815871557,1.028991693,0.749253045,162.2
"Hart County, Kentucky",18454,519.5,38038,23,40.9,40.3,41.7,2.49,55.55250891,35,45.5,1.3,41.3,5.9,9.6,54.2,36.4,42.2,24.8,93.26500732,4.706903096,0.227753376,0.244021474,243.5
"Hot Spring County, Arkansas",33426,422.1,37831,18.7,40.9,38.8,42.5,2.59,52.96638102,13.9,38.1,2.9,42.1,8.5,7.6,58.1,35.7,43.2,23.5,85.80561892,11.65506063,0.150078041,0.252131108,200.3
"Johnson County, Kentucky",23175,507.4,34271,25.6,40.9,40.5,41.6,2.53,56.85666851,20.6,32.3,0,37.3,5.5,9.1,48.8,33,51.8,34,97.86723769,0.415417559,0.676659529,0.209850107,246.4
"Knox County, Texas",3860,352,36929,21.3,40.9,39.3,43.1,2.55,49.33890049,23,40,0,37,12.1,7.1,56,29.7,39.3,21.7,86.95995785,7.376185458,0.079030558,4.478398314,165.2
"Laurens County, South Carolina",66623,482.9,38268,21.1,40.9,39.6,42.1,2.54,46.5063593,23,30.6,3.1,35.4,9.6,10.7,58.9,40.1,38.6,22,70.33394086,25.37468557,0.287698263,1.989787465,202.6
"Lenawee County, Michigan",98573,425.8,48194,14.5,40.9,39,42.8,2.46,50.8534401,14,31.4,4.5,36.7,12.7,8.6,71.5,47.6,36.3,17.5,92.37831389,2.645042567,0.287152939,1.528786071,177.6
"Lewis and Clark County, Montana",66418,430.2,53572,12,40.9,39.8,42.4,2.38,49.23186185,13.6,31.7,5.3,23.7,24.3,4.9,74.1,50.6,30.3,13.2,93.63954894,0.526339948,0.627323776,0.2585798,159.7
"Midland County, Michigan",83632,438.7,51629,11.9,40.9,39.7,42.4,2.45,55.87649106,13.1,34.5,8.8,29.6,19.4,8.5,76.5,53.6,31.9,13.4,93.6549316,1.381182436,2.330670621,0.611068593,154.4
"Morgan County, Indiana",69648,490.3,54849,11.5,40.9,40.2,41.8,2.68,59.06907728,14.7,41.3,4.9,41.6,10.2,7.3,72.2,53.1,29.2,15.3,97.41653819,0.391913894,0.618128899,0.289612841,200.8
"Newberry County, South Carolina",38012,426.3,42000,19.4,40.9,39.5,42.5,2.55,46.41282285,18.6,32.1,6.4,34.9,10.7,10.2,63.4,42.1,39.3,21.5,61.70867604,30.00530645,0.644733351,5.444414964,185.1
"Norfolk County, Massachusetts",696023,494.7,90039,6.5,40.9,39.6,42.2,2.58,52.83939201,8.7,26,22.6,21,28,6.9,83.6,62.8,26.9,12.1,80.7158717,6.262568687,9.69608315,1.177221577,160.9
"Orange County, Indiana",19605,475.2,39572,18,40.9,40.1,42.1,2.54,53.24267782,18.9,37.8,3.7,46.5,7.1,6.8,62.6,43.3,38.1,21.3,96.51204056,1.404309252,0.319391635,0.547528517,201.5
"Poweshiek County, Iowa",18550,390.3,52791,12.1,40.9,39.2,42.2,2.31,50.51013468,7,18.5,2.8,36.8,15.3,4.8,77.1,50.1,32.5,14.8,94.83025929,1.160117616,2.090350174,0.251269714,154.2
"Rio Grande County, Colorado",11543,379.5,40593,18.3,40.9,40.1,41.8,2.49,53.51960147,26.1,32.8,2.7,29.5,14,8.1,53.9,33,41.2,26.6,84.45295871,0.808854832,0.374627501,10.68539804,136.5
"Robertson County, Texas",16659,419.5,43194,19,40.9,39.3,43.3,2.69,49.2497939,19.5,37.6,0,37.5,12.1,9.2,55,33.5,38.1,22,75.53834987,20.68110331,0.223808372,1.627147351,169
"Sauk County, Wisconsin",63642,420.9,50243,11.9,40.9,38.3,43.3,2.45,52.09427184,17.2,37.1,9.3,36.6,15.3,5.5,71.9,49.1,34.4,17.2,95.251778,0.53498857,0.671513843,0.612776226,176.8
"St. Louis County, Minnesota",200431,462,49714,17,40.9,39.4,42.7,2.26,45.37228695,9,21.7,9.9,29.5,18.2,6.9,74,49.1,35.3,16.9,92.66954605,1.546587135,1.030393105,0.213958685,184.8
"Sullivan County, Missouri",6353,425.4,36642,17.7,40.9,39.9,43.6,2.56,47.85031847,23.9,43.9,5.7,47.3,8.2,6,63.1,43,35,17.9,93.84213759,0.875307125,0.62960688,2.902334152,196.5
"Talladega County, Alabama",80862,465.9,39999,22.5,40.9,40.1,41.5,2.49,45.51298371,21.1,32.7,3.5,36.3,8.2,13.8,59.9,37.4,42.9,23.6,64.66471014,31.95476258,0.451883051,0.75150116,197.4
"Washington County, Alabama",16804,459.4,41321,18.5,40.9,38.9,43.3,2.75,56.57916191,25.5,42.3,1.6,46.1,6.7,20,59.8,36.4,40.2,20.2,65.63511208,24.85144437,0.370653645,0.623639466,212.2
"Washington County, Florida",24687,356.3,36482,20,40.9,39.5,43.1,2.66,50.38806694,26.3,38.7,0,41.3,6.7,11.5,54,30.6,47.8,27,79.6581266,15.17316984,0.138048642,0.665881684,209.1
"Wayne County, Indiana",67001,477.6,40929,17.8,40.9,39.3,42.6,2.4,46.93757362,19,29.5,2.8,38.6,10.2,9,59.8,40.8,36.8,20.1,90.02888044,4.805057024,0.783897681,1.354139039,202.8
"Webster Parish, Louisiana",40021,485.3,36003,22.2,40.9,38.5,43.1,2.51,42.25182366,22.8,40.2,2.1,40.5,11,7.6,52.8,32.4,42.4,25.1,63.5620553,34.32552872,0.337297191,0.182189724,205
"Attala County, Mississippi",19043,423,32521,23.6,40.8,40.4,41,2.52,42.8667293,25.1,31.4,4.7,31.4,9.2,12.6,53.6,30.9,47,27.1,55.53585398,42.7327249,0.166883963,0.354628422,200.3
"Box Butte County, Nebraska",11337,434.4,55465,11.4,40.8,35.9,44.8,2.31,55.21331946,27.4,31.5,10.3,33.8,11.3,3.9,73.2,52.8,30.7,15.9,92.72325376,0.114942529,0.309460654,0.707338638,159
"Brown County, Ohio",43839,500.2,46484,15,40.8,40.3,41.3,2.62,54.66050864,7.6,45.3,3.1,48.1,8,9.9,63.2,45.1,37.4,21.5,97.2359708,0.98537754,0.185323299,0.19436346,213.3
"Brule County, South Dakota",5281,447.1,47224,14.8,40.8,38.9,41.9,2.47,56.55539429,26.9,28.7,4,30.4,16.2,2.6,71.6,37.9,30.6,14.5,86.15384615,0,0,0.075046904,174.9
"Catawba County, North Carolina",155056,444.3,45080,16.2,40.8,39.4,41.9,2.59,52.05061305,14.7,34.4,9.6,30.3,14.6,8.2,65,43.6,33.6,18.5,80.99152707,8.580298816,3.795356057,4.60125477,176.4
"Concho County, Texas",4081,330.7,40837,26.5,40.8,39.3,47,3.3,61.13161132,33,46.7,5.8,30.1,8.2,2.8,58.6,37.4,43.9,24.3,93.53891336,0.513950073,0.783162017,4.478707783,156.8
"Cumberland County, Pennsylvania",246338,460.3,62692,9.1,40.8,39.4,42.1,2.38,52.66284523,11.5,22.8,8.6,35,20.3,5.6,81.4,57.6,26.6,10.5,89.63744734,3.413039967,3.362092889,1.092669834,154.6
"Darlington County, South Carolina",67548,451.3,35640,25.3,40.8,39,42.2,2.52,43.48336299,21.3,33.6,6.1,36.5,11.6,15.9,55.5,37.6,40.9,24.6,56.63260799,40.62306764,0.593327641,0.472600925,206.8
"Etowah County, Alabama",103057,472.9,39904,19,40.8,39.3,42.2,2.56,50.28948094,19.8,32.2,4.7,31.9,10.1,9,62.8,39.7,38.7,19.9,81.25204788,15.4434015,0.654356918,0.697723725,201
"Hopkins County, Kentucky",46222,492.4,42477,16.9,40.8,39.3,42.2,2.45,51.64858769,17.1,38.4,5,39.5,8.5,6.7,65.9,46.2,34.9,18.8,90.13070209,5.943935681,0.472935208,0.485833441,196.7
"Jackson County, Kansas",13338,446.8,53796,10.3,40.8,39.4,42.5,2.51,58.75781102,23.4,30.5,7.8,40.6,12.5,4.4,77.7,52.6,31,13,87.61940299,0.671641791,0.485074627,0.044776119,178.7
"Kearney County, Nebraska",6585,440.9,56791,9.6,40.8,39.5,43.5,2.34,55.22226238,14.4,39.8,13.5,32.5,16.8,3.8,78.9,46.3,27.8,10.6,98.12185066,0.152695068,0.320659643,0.488624217,136.4
"Knott County, Kentucky",15693,457.3,27709,33.7,40.8,40.3,41,2.57,51.18649733,17.4,23.4,2.1,35.1,6.2,14.6,47.1,31.8,51,34,97.625,0.81875,0.04375,0.06875,216.8
"Lampasas County, Texas",20588,411.8,50699,14.4,40.8,40.7,40.9,2.66,59.05396402,32.9,37.7,1,25.8,14.1,8.6,64.4,28.4,33.9,14.5,87.88763045,4.169345665,0.919926802,2.67075523,215
"Lewis County, Kentucky",13682,492.5,30217,34.4,40.8,40.5,41,2.54,53.7874558,24.3,40.3,1.7,42.2,5.4,8.4,49.1,33.5,47.6,30.9,98.22335025,0.261058738,0.072516316,0.478607687,239.3
"Louisa County, Iowa",11185,475.6,50924,11.1,40.8,40.3,41.4,2.58,56.80816516,20.2,31.6,6.2,37.3,9.7,4.8,75,50.4,32.7,15.6,92.25445834,0.913849703,2.537485582,3.37148434,148
"Macomb County, Michigan",864840,506.5,54865,12.3,40.8,39.4,42.1,2.52,48.70666718,13.6,29.2,9.2,30.6,15.2,9,73.6,51.5,31.9,15,83.1942379,10.2884207,3.465120061,0.554002684,177.8
"Madison County, New York",71849,505.4,51600,11.8,40.8,39.3,41.8,2.55,51.08794887,7.1,25.6,5.5,33.7,14.8,5.1,74.1,54.4,33.5,17.2,94.83617988,2.048959642,0.800806329,0.179491074,174.2
"Miller County, Missouri",25113,421.8,37360,17.4,40.8,40.2,41.3,2.61,52.40160813,23.6,35.4,4.6,42.5,11,8.1,59.8,40.6,38.5,22.6,96.17326495,0.440775765,0.340599455,0.79740343,202.1
"Morgan County, Tennessee",21498,488.7,36390,23.4,40.8,38.4,43.5,2.52,57.421981,18.2,50.6,2.9,51.3,4,8.5,60.4,39.2,43.7,24.3,94.15435441,4.313113701,0.032118932,0.27530513,191.1
"Oakland County, Michigan",1242304,495.7,69378,10,40.8,39.4,42.1,2.47,50.74358294,11.7,26.8,15.1,20.1,25.4,7.5,79,56.8,26.4,11.3,76.30367718,13.88414668,6.268630495,0.665228145,159.6
"Perry County, Illinois",21543,498.3,42032,16.7,40.8,39.5,42.9,2.46,48.02492212,22.3,27.8,4.5,38.3,9.4,8,68.1,46.7,38.5,19.6,88.03759743,8.725355342,0.435580009,0.444750115,174.6
"Pike County, Ohio",28217,468,40512,21.9,40.8,39.8,41.9,2.55,45.32906764,21.6,46.4,3.3,42,7.1,13.4,52.1,35.3,47.6,31.4,96.28820961,0.697281307,0.313424426,0.214818989,217.9
"Somerset County, New Jersey",333654,471,100194,5,40.8,39.6,42,2.81,60.66311488,13.5,27.4,18.7,21.9,29.2,6,82.2,65.8,19.2,8.6,68.24146108,9.095473739,16.07119091,4.459111203,153.3
"Sonoma County, California",502146,463.4,66949,11.3,40.8,39.2,42.6,2.59,46.97095568,13.2,28,6.4,19.9,21.4,8.1,69.2,45.1,32.1,16.7,77.25732107,1.561572116,3.890498063,10.93019686,163.1
"Sullivan County, Indiana",20928,442.8,43933,16.9,40.8,39.2,42.6,2.47,54.22175677,25.5,35.3,3.9,42.1,9.4,6.8,63.7,42.1,36.2,18.8,93.40154422,4.528444887,0.222632751,0.497371039,206
"Sumner County, Kansas",23535,425.3,52476,13.3,40.8,39.4,41.7,2.55,55.02144979,20.4,31.1,5,35.9,14.1,7,72.7,50.5,30.8,14.5,94.37769693,0.89263051,0.224215247,0.723411456,170.1
"Union County, South Dakota",14909,518.1,72041,6.3,40.8,39.8,42.2,2.48,55.9521805,20.5,33.8,9.3,30,17.6,2.9,84.8,59.2,24.2,7.5,94.29995957,0.316668913,1.603557472,0.902843283,166.5
"Yankton County, South Dakota",22702,403.8,47363,13.8,40.8,39.8,42.7,2.33,50.94954489,19.9,33.7,5.7,35.3,19.3,3.6,75.2,46.8,31.6,13,92.29545856,2.102845026,0.609648348,0.879130588,137.1
"Adams County, Mississippi",31254,470,32327,32.9,40.7,38.2,44.1,2.5,35.79382487,16.7,44.7,2.3,35.9,11.1,11.3,46.8,27,46.4,29.2,40.20138216,55.52706464,0.23452891,3.117670972,212.3
"Atoka County, Oklahoma",13793,442,35910,21.8,40.7,39.3,42.7,2.37,52.11106885,25.1,41.5,1.6,40.8,9.6,8.7,47.3,28.7,43.4,25.4,74.20537897,4.091758953,0.510570977,0.640011506,151.7
"Blount County, Alabama",57673,429.9,45567,17.5,40.7,39.6,41.9,2.74,59.43985396,19.4,33.3,3,33.4,8.6,7.7,66.2,44.7,35.9,19,95.09790331,1.531796916,0.143822561,0.961705077,175.4
"Breathitt County, Kentucky",13484,522.1,28647,33,40.7,39.4,42.9,2.41,44.95813615,19.9,39.5,1.1,34.3,5.1,12.4,37.7,25.3,58.1,40.6,97.65285851,0.485615481,0.434110809,0.014715621,232.3
"Carson County, Texas",5969,305.1,58425,8.6,40.7,40.4,41.1,2.62,58.61317052,26.7,24.7,5.4,28.4,15.4,1.7,74.1,55,23.4,9.4,95.56690837,1.071193144,0.346077785,0.428477258,136.9
"Charlton County, Georgia",12965,331.3,34312,29.5,40.7,40.3,42.2,3.32,55.44835414,30.9,45.6,1.2,41.8,5.9,13.8,56.4,37.7,33.4,16.6,71.83549124,25.3541508,0.159939071,0.898705255,170.6
"Clinton County, Kentucky",10174,521.3,28341,25.7,40.7,40.7,40.8,2.6,50.95904614,20.7,32.8,6.1,36.2,4.7,9.3,50.3,32.6,48.4,30.2,97.10443659,0.569297212,0.225755791,0.785237534,240.8
"Conway County, Arkansas",21019,443.9,42348,18.3,40.7,38.9,42.4,2.49,49.95216455,15.6,41.8,4.2,42.1,11.1,8.1,58.3,37.1,42.3,24.3,85.40975841,12.03694931,0.052108006,0.222643297,167.2
"Dade County, Georgia",16264,423.9,42953,16.4,40.7,39.9,41.5,2.47,62,10.9,29.7,1.9,35.5,10.2,6.1,62.3,42.4,32.8,18,95.67041654,1.197932502,1.045910611,0.291882031,238.2
"Franklin County, Kentucky",50375,512.2,49400,12.9,40.7,40,41.8,2.28,42.83269148,11.7,35.6,7,31.8,16.5,8.7,71.9,50.2,32.5,15.3,82.83177307,10.49057817,1.605126763,1.7216441,215.7
"Grimes County, Texas",27512,352.5,44795,18.6,40.7,39.6,42,2.63,49.19489173,29.7,39.8,2.4,35.9,7.7,6.2,60.5,39.7,30.8,16.3,74.68565706,15.96379956,0.081599347,5.244612589,198.4
"Henderson County, Tennessee",28015,467.1,39303,19.1,40.7,39.1,41.6,2.57,50.04163197,12.5,40,7.2,39.8,8.4,9.4,59.8,39,40.6,25.5,89.0265234,7.589333524,0.049976796,0.871024167,204.5
"Henry County, Iowa",19950,484.9,50347,13.3,40.7,38.9,42.5,2.43,52.72202545,21,26.6,7.3,37.3,14.6,5.1,71.8,45.9,38.1,18.2,91.98705179,2.380478088,2.176294821,1.190239044,183.1
"Hickman County, Tennessee",24363,509.6,37443,20.2,40.7,39.5,42.1,2.6,52.0583875,21.4,50.1,1.3,43.3,6.6,8.6,53.7,35.3,41.1,25.7,92.14676934,4.826421777,0.032944859,0.938928468,213.5
"Jefferson County, Illinois",38353,525.6,43073,19.5,40.7,39.2,42.8,2.39,49.15232048,16.3,29.4,2.5,32.8,10.2,9.2,63.8,41.8,42,23.1,87.85836487,7.950127015,1.052413293,0.292913059,196
"Jefferson County, Indiana",32416,453.4,45964,16.2,40.7,40.2,41.1,2.37,49.27524815,18.9,36.6,1.2,39.5,10.7,9.2,68.1,48.2,33.9,15.3,94.90339876,1.938187533,0.83505377,0.961390318,169.5
"Jenkins County, Georgia",8957,409.5,30678,34.6,40.7,36.1,46,2.53,34.62088698,31.3,28.8,3.9,36.8,7.5,10.3,44.9,27.5,45.3,28.9,62.64290518,33.53508182,0.224164985,1.37861466,215
"King William County, Virginia",16269,514.8,64305,8.8,40.7,40,41.5,2.66,60.48707753,5.7,36.6,9.3,39.4,12.5,5.4,75.6,55.5,25.5,13.5,76.52357582,19.54401441,0.869727278,0.21743182,187.4
"Lawrence County, Illinois",16491,460,41759,18.1,40.7,35.9,48.6,2.22,51.50548355,49,25.6,3.2,34.3,7.3,6.1,62.1,38.6,46,24.8,75.91359136,20.56405641,0.108010801,1.320132013,174
"Lawrence County, Mississippi",12622,527.4,38471,22.3,40.7,40,41.1,2.63,51.52719665,20.6,43.2,2.8,35.4,8.5,10.8,56.4,34.8,39.2,22.2,66.335611,32.30573653,0.063562689,0.158906722,211.9
"Lincoln County, Oklahoma",35042,393.5,46083,14.9,40.7,40,41.6,2.58,56.3676215,20.5,44.3,1.1,39.5,9.1,7.1,60.2,38.4,37.1,20.1,85.77846047,1.767910967,0.086946441,0.417342917,198.3
